"KEMPER/NESHOBA REGIONAL CORRECTIONAL FACILITY","",""
"Program Area for Women Inmates","Enrollment Capacity","Program Length"
"Alcohol & Drug Treatment Program","60","6 Weeks"
"Computer Class","11","5-6  Weeks"
"Discipleship I","60","6 Weeks"
"Anger Management","60","6 Weeks"
"Parenting","25","6 Weeks"
"Adult Basic Education","25","Ongoing"
"Life Skills / Pre-Release","30","6 Months"
"General Educational Development","15","3 Months"
