"JUN '05","JUN '04","JUN '03","JUN '02","JUN '01","TOTAL"
"18","12","13","15","26","158"
"66","70","52","89","102","631"
"5","2","2","1","6","33"
"17","21","7","15","6","100"
"1","0","2","3","9","32"
"2","1","6","19","15","64"
"8","5","3","9","12","53"
"49","36","38","20","7","244"
"1,367","1,326","1,263","1,424","1,212","14,114"
