"COUNTY","JUN ‘11","JUN '10","JUN '09","JUN '08","JUN '07","JUN '06"
"Warren","14","14","2","3","2","7"
"Washington","6","17","9","1","1","2"
"Wayne","1","1","2","2","3","0"
"Webster","3","6","3","1","6","7"
"Wilkinson","1","0","1","0","0","0"
"Winston","4","9","4","0","3","2"
"Yalobusha","0","5","1","1","2","0"
"Yazoo","7","9","3","2","3","3"
"TOTALS","623","733","312","214","234","202"
