"JUN '05","JUN '04","JUN '03","JUN '02","JUN '01","TOTAL"
"11","10","10","5","14","92"
"8","4","8","6","15","77"
"3","6","6","5","11","40"
"3","9","2","3","3","46"
"0","0","1","1","0","4"
"5","2","0","1","7","37"
"3","7","3","2","4","28"
"3","4","2","5","10","51"
"390","409","401","409","605","4,534"
