"","Mississippi Department of Corrections",""
"","Fact Sheet",""
"","As of April 1, 2015",""
"Death Row","41","6"
"Habitual Lifers","251","53"
"Habitual","1,767","137"
"Life","1,567","237"
"Armed Robbery (Mandatory)","2,119","12"
"Disclaimer:  These crimes and sentences are based on primary offense and current booking.  Sex offenses are based on all offenses under the current conviction.","",""
