"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3630","64.56%","483","40.97%","4113","60.47%"
"White","1957","34.80%","686","58.18%","2643","38.86%"
"Hispanic","19",".34%","7",".59%","26",".38%"
"Native American","6",".11%","2",".17%","8",".12%"
"Asian","8",".14%","1",".08%","9",".13%"
"unknown","3",".05%","0",".00%","3",".04%"
"TOTAL","5623","100.00%","1179","100.00%","6802","100.00%"
