"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,172","59.80%","155","39.24%","1,327","56.35%"
"White","771","39.34%","235","59.49%","1,006","42.72%"
"Hispanic","8","0.41%","4","1.01%","12","0.51%"
"Native American","4","0.20%","1","0.25%","5","0.21%"
"Asian","4","0.20%","0","0.00%","4","0.17%"
"Data Unavailable","1","0.05%","0","0.00%","1","0.04%"
"TOTAL","1,960","100.00%","395","100.00%","2,355","100.00%"
