"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4935","62.26%","480","35.98%","5415","58.47%"
"White","2914","36.76%","825","61.84%","3739","40.37%"
"Hispanic","36",".45%","12",".90%","48",".52%"
"Native American","12",".15%","7",".52%","19",".21%"
"Asian","25",".32%","5",".37%","30",".32%"
"Data Unavailable","5",".06%","5",".37%","10",".11%"
"TOTAL","7927","100.00%","1334","100.00%","9261","100.00%"
