"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4396","62.25%","526","37.02%","4922","58.02%"
"White","2614","37.02%","878","61.79%","3492","41.16%"
"Hispanic","22",".31%","12",".84%","34",".40%"
"Native American","9",".13%","2",".14%","11",".13%"
"Asian","15",".21%","1",".07%","16",".19%"
"Data Unavailable","6",".08%","2",".14%","8",".09%"
"TOTAL","7062","100.00%","1421","100.00%","8483","100.00%"
