"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4,591","62.19%","410","35.50%","5,001","58.58%"
"White","2,736","37.06%","731","63.29%","3,467","40.61%"
"Hispanic","29",".39%","11",".95%","40",".47%"
"Native American","10",".14%","1",".09%","11",".13%"
"Asian","13",".18%","2",".17%","15",".18%"
"Data Unavailable","3",".04%","0",".00%","3",".04%"
"TOTAL","7,382","100.00%","1,155","100.00%","8,537","100.00%"
