"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3404","62.28%","457","37.99%","3861","57.89%"
"White","2022","36.99%","736","61.18%","2758","41.36%"
"Hispanic","22",".40%","9",".75%","31",".46%"
"Native American","2",".04%","1",".08%","3",".04%"
"Asian","12",".22%","0",".00%","12",".18%"
"unknown","4",".07%","0",".00%","4",".06%"
"TOTAL","5466","100.00%","1203","100.00%","6669","100.00%"
