"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,116","66.91%","136","52.51%","1,252","64.97%"
"White","536","32.13%","119","45.95%","655","33.99%"
"Hispanic","10","0.60%","3","1.16%","13","0.67%"
"Native American","3","0.18%","0","0.00%","23","0.16%"
"Asian","1","0.06%","1","0.39%","2","0.10%"
"Data Unavailable","2","0.12%","0","0.00%","2","0.10%"
"TOTAL","1,668","100.00%","259","100.00%","1,927","100.00%"
