"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","2780","65.92%","402","45.07%","3182","62.28%"
"White","1411","33.46%","481","53.92%","1892","37.03%"
"Hispanic","16","0.38%","3","0.34%","19","0.37%"
"Native American","4","0.09%","4","0.45%","8","0.16%"
"Asian","3","0.07%","1","0.11%","4","0.08%"
"unknown","3","0.07%","1","0.11%","4","0.08%"
"TOTAL","4217","100.00%","892","100.00%","5109","100.00%"
