"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3689","65.43%","523","44.36%","4212","61.79%"
"White","1913","33.93%","647","54.88%","2560","37.55%"
"Hispanic","25",".44%","5",".42%","30",".44%"
"Native American","1",".02%","3",".25%","4",".06%"
"Asian","8",".14%","1",".08%","9",".13%"
"Data Unavailable","2",".04%","0",".00%","2",".03%"
"TOTAL","5638","100.00%","1179","100.00%","6817","100.00%"
