"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1164","73.21%","117","55.45%","1281","71.13%"
"White","413","25.97%","93","44.08%","506","28.10%"
"Hispanic","11","0.69%","1","0.47%","12","0.67%"
"Native American","1","0.06%","0","0.00%","1","0.06%"
"Asian","1","0.06%","0","0.00%","11","0.06%"
"TOTAL","1590","100.00%","211","100.00%","1801","100.00%"
