"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,208","59.48%","159","37.24%","1,367","55.61%"
"White","807","39.73%","261","61.12%","1,068","43.45%"
"Hispanic","8","0.39%","4","0.94%","12","0.49%"
"Native American","7","0.34%","2","0.47%","9","0.37%"
"Asian","1","0.05%","1","0.23%","2","0.08%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2,031","100.00%","427","100.00%","2,458","100.00%"
