"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1190","62.63%","133","40.30%","1323","59.33%"
"White","695","36.58%","191","57.88%","886","39.73%"
"Hispanic","10","0.53%","4","1.21%","14","0.63%"
"Native American","3","0.16%","0","0.00%","3","0.13%"
"Asian","1","0.05%","2","0.61%","3","0.13%"
"unknown","1","0.05%","0","0.00%","1","0.04%"
"TOTAL","1900","100.00%","330","100.00%","2230","100.00%"
