"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1076","73.35%","87","61.70%","1163","72.33%"
"White","382","26.04%","54","38.30%","436","27.11%"
"Hispanic","8","0.55%","0","0.00%","8","0.50%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","0","0.00%","0","0.00%","01","0.00%"
"TOTAL","1467","100.00%","141","100.00%","1608","100.00%"
