"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1183","59.96%","149","37.06%","1332","56.08%"
"White","772","39.13%","246","61.19%","1018","42.86%"
"Hispanic","8","0.41%","6","1.49%","14","0.59%"
"Native American","5","0.25%","0","0.00%","5","0.21%"
"Asian","3","0.15%","1","0.25%","4","0.17%"
"Data Unavailable","2","0.10%","0","0.00%","2","0.08%"
"TOTAL","1973","100.00%","402","100.00%","2375","100.00%"
