"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1180","71.43%","127","54.98%","1307","69.41%"
"White","459","27.78%","102","44.16%","561","29.79%"
"Hispanic","9","0.54%","1","0.43%","10","0.53%"
"Native American","2","0.12%","0","0.00%","2","0.11%"
"Asian","2","0.12%","1","0.43%","32","0.16%"
"TOTAL","1652","100.00%","231","100.00%","1883","100.00%"
