"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1163","73.38%","115","56.37%","1278","71.44%"
"White","408","25.74%","87","42.65%","495","27.67%"
"Hispanic","12","0.76%","2","0.98%","14","0.78%"
"Native American","1","0.06%","0","0.00%","1","0.06%"
"Asian","1","0.06%","0","0.00%","11","0.06%"
"TOTAL","1585","100.00%","204","100.00%","1789","100.00%"
