"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3344","63.09%","443","38.62%","3787","58.74%"
"White","1913","36.09%","693","60.42%","2606","40.42%"
"Hispanic","24",".45%","9",".78%","33",".51%"
"Native American","7",".13%","2",".17%","9",".14%"
"Asian","8",".15%","0",".00%","8",".12%"
"Data Unavailable","4",".08%","0",".00%","4",".06%"
"TOTAL","5300","100.00%","1147","100.00%","6447","100.00%"
