"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1413","60.38%","180","37.34%","1593","56.45%"
"White","912","38.97%","297","61.62%","1209","42.84%"
"Hispanic","6","0.26%","3","0.62%","9","0.32%"
"Native American","7","0.30%","2","0.41%","9","0.32%"
"Asian","2","0.09%","0","0.00%","2","0.07%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2340","100.00%","482","100.00%","2822","100.00%"
