"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3745","64.65%","494","42.04%","4239","60.84%"
"White","2010","34.70%","671","57.11%","2681","38.48%"
"Hispanic","22",".38%","6",".51%","28",".40%"
"Native American","5",".09%","3",".26%","8",".11%"
"Asian","9",".16%","1",".09%","10",".14%"
"Data Unavailable","2",".03%","0",".00%","2",".03%"
"TOTAL","5793","100.00%","1175","100.00%","6968","100.00%"
