"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1120","74.32%","99","62.26%","1219","73.17%"
"White","379","25.15%","60","37.74%","439","26.35%"
"Hispanic","7","0.46%","0","0.00%","7","0.42%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","1507","100.00%","159","100.00%","1666","100.00%"
