"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1245","59.66%","153","38.83%","1398","56.35%"
"White","824","39.48%","235","59.64%","1059","42.68%"
"Hispanic","9","0.43%","5","1.27%","14","0.56%"
"Native American","5","0.24%","0","0.00%","5","0.20%"
"Asian","2","0.10%","1","0.25%","3","0.12%"
"Data Unavailable","2","0.10%","0","0.00%","2","0.08%"
"TOTAL","2087","100.00%","394","100.00%","2481","100.00%"
