"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4680","59.33%","366","28.62%","5046","55.05%"
"White","3134","817.00%","904","70.68%","4038","44.05%"
"Hispanic","36",".46%","4",".31%","40",".44%"
"Native American","11",".14%","2",".16%","13",".14%"
"Asian","26",".33%","3",".23%","29",".32%"
"Data Unavailable","1",".01%","0",".00%","1",".01%"
"TOTAL","7888","100.00%","1279","100.00%","9167","100.00%"
