"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3895","62.83%","374","36.10%","4269","59.00%"
"White","2257","36.41%","651","62.84%","2908","40.19%"
"Hispanic","23",".37%","8",".77%","31",".43%"
"Native American","9",".15%","1",".10%","10",".14%"
"Asian","11",".18%","1",".10%","12",".17%"
"unknown","4",".06%","1",".10%","5",".07%"
"TOTAL","6199","100.00%","1036","100.00%","7235","100.00%"
