"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","5336","61.97%","542","36.25%","5878","58.16%"
"White","3214","37.32%","939","62.81%","4153","41.09%"
"Hispanic","29",".34%","10",".67%","39",".39%"
"Native American","13",".15%","2",".13%","15",".15%"
"Asian","15",".17%","0",".00%","15",".15%"
"Data Unavailable","4",".05%","2",".13%","6",".06%"
"TOTAL","8611","100.00%","1495","100.00%","10106","100.00%"
