"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4542","59.31%","373","29.98%","4915","55.21%"
"White","3043","817.00%","859","69.05%","3902","43.83%"
"Hispanic","35",".46%","6",".48%","41",".46%"
"Native American","12",".16%","3",".24%","15",".17%"
"Asian","23",".30%","3",".24%","26",".29%"
"unknown","3",".04%","0",".00%","3",".03%"
"TOTAL","7658","100.00%","1244","100.00%","8902","100.00%"
