"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3652","65.03%","497","43.56%","4149","61.40%"
"White","1930","34.37%","633","55.48%","2563","37.93%"
"Hispanic","20",".36%","7",".61%","27",".40%"
"Native American","3",".05%","3",".26%","6",".09%"
"Asian","9",".16%","1",".09%","10",".15%"
"Data Unavailable","2",".04%","0",".00%","2",".03%"
"TOTAL","5616","100.00%","1141","100.00%","6757","100.00%"
