"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","2040","63.22%","289","41.46%","2329","59.35%"
"White","1164","36.07%","402","57.68%","1566","39.91%"
"Hispanic","12","0.37%","2","0.29%","14","0.36%"
"Native American","6","0.19%","3","0.43%","9","0.23%"
"Asian","2","0.06%","1","0.14%","3","0.08%"
"unknown","3","0.09%","0","0.00%","3","0.08%"
"TOTAL","3227","100.00%","697","100.00%","3924","100.00%"
