"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1168","59.93%","156","38.52%","1324","56.24%"
"White","765","39.25%","244","60.25%","1009","42.86%"
"Hispanic","7","0.36%","4","0.99%","11","0.47%"
"Native American","5","0.26%","1","0.25%","6","0.25%"
"Asian","4","0.21%","0","0.00%","4","0.17%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","1949","100.00%","405","100.00%","2354","100.00%"
