"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,103","64.96%","128","49.23%","1,231","62.87%"
"White","576","33.92%","127","48.85%","703","35.90%"
"Hispanic","13","0.77%","4","1.54%","17","0.87%"
"Native American","3","0.18%","0","0.00%","23","0.15%"
"Asian","1","0.06%","1","0.38%","2","0.10%"
"Data Unavailable","2","0.12%","0","0.00%","2","0.10%"
"TOTAL","1,698","100.00%","260","100.00%","1,958","100.00%"
