"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,169","70.98%","123","54.67%","1,292","69.02%"
"White","465","28.23%","101","44.89%","566","30.24%"
"Hispanic","8","0.49%","1","0.44%","9","0.48%"
"Native American","2","0.12%","0","0.00%","2","0.11%"
"Asian","3","0.18%","0","0.00%","32","0.16%"
"TOTAL","1,647","100.00%","225","100.00%","1,872","100.00%"
