"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1286","58.83%","162","36.65%","1448","55.10%"
"White","882","40.35%","275","62.22%","1157","44.03%"
"Hispanic","8","0.37%","3","0.68%","11","0.42%"
"Native American","8","0.37%","2","0.45%","10","0.38%"
"Asian","2","0.09%","0","0.00%","2","0.08%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2186","100.00%","442","100.00%","2628","100.00%"
