"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3388","67.73%","484","44.86%","3872","63.67%"
"White","1586","31.71%","589","54.59%","2175","35.77%"
"Hispanic","20",".40%","2",".19%","22",".36%"
"Native American","2",".04%","2",".19%","4",".07%"
"Asian","4",".08%","1",".09%","5",".08%"
"unknown","2",".04%","1",".09%","3",".05%"
"TOTAL","5002","100.00%","1079","100.00%","6081","100.00%"
