"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3359","62.97%","441","38.38%","3800","58.61%"
"White","1934","36.26%","697","60.66%","2631","40.58%"
"Hispanic","21",".39%","9",".78%","30",".46%"
"Native American","7",".13%","2",".17%","9",".14%"
"Asian","9",".17%","0",".00%","9",".14%"
"Data Unavailable","4",".07%","0",".00%","4",".06%"
"TOTAL","5334","100.00%","1149","100.00%","6483","100.00%"
