"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3614","64.52%","461","39.84%","4075","60.30%"
"White","1952","34.85%","685","59.20%","2637","39.02%"
"Hispanic","20",".36%","7",".61%","27",".40%"
"Native American","5",".09%","2",".17%","7",".10%"
"Asian","6",".11%","1",".09%","7",".10%"
"Data Unavailable","4",".07%","1",".09%","5",".07%"
"TOTAL","5601","100.00%","1157","100.00%","6758","100.00%"
