"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,234","60.02%","154","38.21%","1,388","56.45%"
"White","805","39.15%","241","59.80%","1,046","42.54%"
"Hispanic","7","0.34%","6","1.49%","13","0.53%"
"Native American","5","0.24%","0","0.00%","5","0.20%"
"Asian","3","0.15%","2","0.50%","5","0.20%"
"Data Unavailable","2","0.00%","0","0.00%","2","0.08%"
"TOTAL","2,056","99.90%","403","100.00%","2,459","100.00%"
