"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1051","67.81%","128","56.39%","1179","66.35%"
"White","492","31.74%","98","43.17%","590","33.20%"
"Hispanic","5","0.32%","1","0.44%","6","0.34%"
"Native American","1","0.06%","0","0.00%","1","0.06%"
"Asian","1","0.06%","0","0.00%","11","0.06%"
"TOTAL","1550","100.00%","227","100.00%","1777","100.00%"
