"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4432","62.12%","530","37.17%","4962","57.96%"
"White","2651","37.15%","879","61.64%","3530","41.23%"
"Hispanic","22",".31%","12",".84%","34",".40%"
"Native American","9",".13%","2",".14%","11",".13%"
"Asian","15",".21%","1",".07%","16",".19%"
"unknown","6",".08%","2",".14%","8",".09%"
"TOTAL","7135","100.00%","1426","100.00%","8561","100.00%"
