"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3473","64.17%","455","39.46%","3928","59.83%"
"White","1903","35.16%","687","59.58%","2590","39.45%"
"Hispanic","22",".41%","7",".61%","29",".44%"
"Native American","5",".09%","2",".17%","7",".11%"
"Asian","5",".09%","1",".09%","6",".09%"
"unknown","4",".07%","1",".09%","5",".08%"
"TOTAL","5412","100.00%","1153","100.00%","6565","100.00%"
