"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1097","73.04%","97","57.74%","1194","71.50%"
"White","392","26.10%","70","41.67%","462","27.66%"
"Hispanic","11","0.73%","1","0.60%","12","0.72%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","1","0.07%","0","0.00%","11","0.06%"
"TOTAL","1502","100.00%","168","100.00%","1670","100.00%"
