"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1061","67.15%","126","54.08%","1187","65.47%"
"White","506","32.03%","105","45.06%","611","33.70%"
"Hispanic","11","0.70%","2","0.86%","13","0.72%"
"Native American","1","0.06%","0","0.00%","11","0.06%"
"Asian","1","0.06%","0","0.00%","1","0.06%"
"TOTAL","1580","100.00%","233","100.00%","1813","100.00%"
