"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4086","62.56%","392","35.67%","4478","58.69%"
"White","2395","36.67%","696","63.33%","3091","40.51%"
"Hispanic","24",".37%","7",".64%","31",".41%"
"Native American","10",".15%","2",".18%","12",".16%"
"Asian","13",".20%","1",".09%","14",".18%"
"unknown","3",".05%","1",".09%","4",".05%"
"TOTAL","6531","100.00%","1099","100.00%","7630","100.00%"
