"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","5077","61.75%","537","35.82%","5614","57.75%"
"White","3087","37.55%","948","63.24%","4035","41.51%"
"Hispanic","28",".34%","10",".67%","38",".39%"
"Native American","12",".15%","2",".13%","14",".14%"
"Asian","14",".17%","0",".00%","14",".14%"
"Data Unavailable","4",".05%","2",".13%","6",".06%"
"TOTAL","8222","100.00%","1499","100.00%","9721","100.00%"
