"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3702","64.52%","496","42.25%","4198","60.73%"
"White","2002","34.89%","668","56.90%","2670","38.63%"
"Hispanic","19",".33%","6",".51%","25",".36%"
"Native American","4",".07%","3",".26%","7",".10%"
"Asian","9",".16%","1",".09%","10",".14%"
"unknown","2",".03%","0",".00%","2",".03%"
"TOTAL","5738","100.00%","1174","100.00%","6912","100.00%"
