"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4416","62.37%","395","34.86%","4811","58.58%"
"White","2607","36.82%","723","63.81%","3330","40.55%"
"Hispanic","26",".37%","11",".97%","37",".45%"
"Native American","13",".18%","1",".09%","14",".17%"
"Asian","14",".20%","2",".18%","16",".19%"
"Data Unavailable","4",".06%","1",".09%","5",".06%"
"TOTAL","7080","100.00%","1133","100.00%","8213","100.00%"
