"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3116","67.37%","449","45.54%","3565","63.54%"
"White","1478","31.96%","531","53.85%","2009","35.80%"
"Hispanic","22","0.48%","3","0.30%","25","0.45%"
"Native American","2","0.04%","1","0.10%","3","0.05%"
"Asian","5","0.11%","1","0.10%","6","0.11%"
"unknown","2","0.04%","1","0.10%","3","0.05%"
"TOTAL","4625","100.00%","986","100.00%","5611","100.00%"
