"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1054","68.58%","126","57.01%","1180","67.12%"
"White","478","31.10%","94","42.53%","572","32.54%"
"Hispanic","3","0.20%","1","0.45%","4","0.23%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","1","0.07%","0","0.00%","11","0.06%"
"TOTAL","1537","100.00%","221","100.00%","1758","100.00%"
