"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","5007","62.10%","477","35.89%","5484","58.40%"
"White","2994","37.13%","840","63.21%","3834","40.83%"
"Hispanic","35",".43%","10",".75%","45",".48%"
"Native American","10",".12%","2",".15%","12",".13%"
"Asian","15",".19%","0",".00%","15",".16%"
"Data Unavailable","2",".02%","0",".00%","1",".01%"
"TOTAL","8063","100.00%","1329","100.00%","9391","100.00%"
