"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3644","65.86%","525","45.06%","4169","62.24%"
"White","1853","33.49%","630","54.08%","2483","37.07%"
"Hispanic","25",".45%","5",".43%","30",".45%"
"Native American","1",".02%","3",".26%","4",".06%"
"Asian","8",".14%","1",".09%","9",".13%"
"unknown","2",".04%","1",".09%","3",".04%"
"TOTAL","5533","100.00%","1165","100.00%","6698","100.00%"
