"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4,761","62.64%","437","35.41%","5,198","58.84%"
"White","2,785","36.64%","787","63.78%","3,572","40.43%"
"Hispanic","29",".38%","8",".65%","37",".42%"
"Native American","8",".11%","1",".08%","9",".10%"
"Asian","16",".21%","0",".00%","16",".18%"
"Data Unavailable","1",".01%","1",".08%","2",".02%"
"TOTAL","7,600","100.00%","1,234","100.00%","8,834","100.00%"
