"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4130","61.69%","516","37.89%","4646","57.66%"
"White","2512","37.52%","831","61.01%","3343","41.49%"
"Hispanic","23",".34%","12",".88%","35",".43%"
"Native American","8",".12%","1",".07%","9",".11%"
"Asian","16",".24%","1",".07%","17",".21%"
"Data Unavailable","6",".09%","1",".07%","7",".09%"
"TOTAL","6695","100.00%","1362","100.00%","8057","100.00%"
