"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1181","59.41%","156","38.24%","1337","55.80%"
"White","787","39.59%","244","59.80%","1031","43.03%"
"Hispanic","8","0.40%","6","1.47%","14","0.58%"
"Native American","5","0.25%","1","0.25%","6","0.25%"
"Asian","4","0.20%","1","0.25%","5","0.21%"
"unknown","3","0.15%","0","0.00%","3","0.13%"
"TOTAL","1988","100.00%","408","100.00%","2396","100.00%"
