"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,053","67.28%","125","55.80%","1,178","65.85%"
"White","501","32.01%","97","43.30%","598","33.43%"
"Hispanic","10","0.64%","2","0.89%","12","0.67%"
"Native American","1","0.06%","0","0.00%","1","0.06%"
"Asian","0","0.00%","0","0.00%","01","0.00%"
"TOTAL","1,565","100.00%","224","100.00%","1,789","100.00%"
