"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1250","59.84%","160","38.65%","1410","56.33%"
"White","820","39.25%","246","59.42%","1066","42.59%"
"Hispanic","9","0.43%","6","1.45%","15","0.60%"
"Native American","5","0.24%","0","0.00%","5","0.20%"
"Asian","3","0.14%","2","0.48%","5","0.20%"
"unknown","2","0.10%","0","0.00%","2","0.08%"
"TOTAL","2089","100.00%","414","100.00%","2503","100.00%"
