"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4083","63.17%","380","36.22%","4463","59.40%"
"White","2331","36.06%","658","62.73%","2989","39.78%"
"Hispanic","24",".37%","8",".76%","32",".43%"
"Native American","10",".15%","1",".10%","11",".15%"
"Asian","12",".19%","1",".10%","13",".17%"
"unknown","4",".06%","1",".10%","5",".07%"
"TOTAL","6464","100.00%","1049","100.00%","7513","100.00%"
