"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4245","63.06%","385","35.13%","4630","59.15%"
"White","2434","36.16%","698","63.69%","3132","40.01%"
"Hispanic","23",".34%","11","1.00%","34",".43%"
"Native American","11",".16%","1",".09%","12",".15%"
"Asian","16",".24%","1",".09%","17",".22%"
"unknown","3",".04%","0",".00%","3",".04%"
"TOTAL","6732","100.00%","1096","100.00%","7828","100.00%"
