"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4297","63.15%","387","35.09%","4684","59.24%"
"White","2453","36.05%","701","63.55%","3154","39.89%"
"Hispanic","25",".37%","11","1.00%","36",".46%"
"Native American","12",".18%","2",".18%","14",".18%"
"Asian","13",".19%","1",".09%","14",".18%"
"Data Unavailable","4",".06%","1",".09%","5",".06%"
"TOTAL","6804","100.00%","1103","100.00%","7907","100.00%"
