"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1209","62.03%","140","40.70%","1349","58.83%"
"White","726","37.25%","198","57.56%","924","40.30%"
"Hispanic","8","0.41%","4","1.16%","12","0.52%"
"Native American","3","0.15%","0","0.00%","3","0.13%"
"Asian","2","0.10%","2","0.58%","4","0.17%"
"unknown","1","0.05%","0","0.00%","1","0.04%"
"TOTAL","1949","100.00%","344","100.00%","2293","100.00%"
