"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","5186","62.40%","530","37.67%","5716","58.82%"
"White","3067","36.90%","864","61.41%","3931","40.45%"
"Hispanic","29",".35%","10",".71%","39",".40%"
"Native American","11",".13%","2",".14%","13",".13%"
"Asian","15",".18%","0",".00%","15",".15%"
"unknown","3",".04%","1",".07%","4",".04%"
"TOTAL","8311","100.00%","1407","100.00%","9718","100.00%"
