"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4511","59.33%","365","29.82%","4876","55.24%"
"White","3015","817.00%","847","69.20%","3862","43.75%"
"Hispanic","38",".50%","6",".49%","44",".50%"
"Native American","12",".16%","3",".25%","15",".17%"
"Asian","24",".32%","3",".25%","27",".31%"
"unknown","3",".04%","0",".00%","3",".03%"
"TOTAL","7603","100.00%","1224","100.00%","8827","100.00%"
